index,itrial,dataname,muh_fun,method,alpha,coverage,width,train_size
256,7,Palo_Alto,RandomForestRegressor,ICP,,0.8503297818366311,97.78048780489657,876
257,7,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8340943683409436,91.72151898733215,876
259,7,Palo_Alto,NeuralNet,ICP,,0.7426433282597666,50.91442108154297,876
260,7,Palo_Alto,NeuralNet,Weighted_ICP,,0.7721968543886352,58.50218963623047,876
262,7,Palo_Alto,RNN,ICP,,0.5944951801116185,16.294984817504886,876
263,7,Palo_Alto,RNN,Weighted_ICP,,0.5729325215626585,13.95369815826416,876
265,7,Palo_Alto,RidgeCV,ICP,,0.5123839009287926,96.78921923534723,1654
266,7,Palo_Alto,RidgeCV,Weighted_ICP,,0.5108359133126935,97.09556290022738,1654
268,7,Palo_Alto,RandomForestRegressor,ICP,,0.846749226006192,88.65882352941341,1654
269,7,Palo_Alto,RandomForestRegressor,Weighted_ICP,,0.8411201801294681,80.46389310659715,1654
271,7,Palo_Alto,NeuralNet,ICP,,0.7426118772867999,42.34709930419922,1654
272,7,Palo_Alto,NeuralNet,Weighted_ICP,,0.8018575851393189,52.74111938476562,1654
