index,Unnamed: 0,itrial,dataname,muh_fun,method,train_size,coverage,width
91,,7,Solar_Atl,RNN,Ensemble,1654,0.8965662820151984,262.663019588939
92,,7,Solar_Atl,RidgeCV,Ensemble,2433,0.8893630472577841,288.03606854353694
93,,7,Solar_Atl,RandomForestRegressor,Ensemble,2433,0.9125968073336496,281.15918194961057
94,,7,Solar_Atl,NeuralNet,Ensemble,2433,0.901375059269796,254.11211858019996
95,,7,Solar_Atl,RNN,Ensemble,2433,0.9138612296507034,276.2089196815722
96,,8,Solar_Atl,RidgeCV,Ensemble,876,0.8849568746829021,256.0826307144991
97,,8,Solar_Atl,RandomForestRegressor,Ensemble,876,0.8984018264840182,245.27483992189758
98,,8,Solar_Atl,NeuralNet,Ensemble,876,0.8935819381024861,255.51722325771857
99,,8,Solar_Atl,RNN,Ensemble,876,0.8926940639269406,247.63968983351933
100,,8,Solar_Atl,RidgeCV,Ensemble,1654,0.8892485223754574,276.6520603510583
101,,8,Solar_Atl,RandomForestRegressor,Ensemble,1654,0.8996622572473966,266.13673097741906
102,,8,Solar_Atl,NeuralNet,Ensemble,1654,0.8971291866028708,255.0714319258286
103,,8,Solar_Atl,RNN,Ensemble,1654,0.8962848297213623,262.62069487620784
104,,8,Solar_Atl,RidgeCV,Ensemble,2433,0.8909435751541015,288.25554646395625
105,,8,Solar_Atl,RandomForestRegressor,Ensemble,2433,0.9118065433854908,281.50377746606614
106,,8,Solar_Atl,NeuralNet,Ensemble,2433,0.9024814287972184,255.58640779011483
107,,8,Solar_Atl,RNN,Ensemble,2433,0.9137031768610716,276.1977034678339
108,,9,Solar_Atl,RidgeCV,Ensemble,876,0.8850837138508372,255.88284292773682
109,,9,Solar_Atl,RandomForestRegressor,Ensemble,876,0.8967529173008625,248.94220938151142
110,,9,Solar_Atl,NeuralNet,Ensemble,876,0.8943429731100964,255.1025122392981
111,,9,Solar_Atl,RNN,Ensemble,876,0.8925672247590056,247.83604251114036
112,,9,Solar_Atl,RidgeCV,Ensemble,1654,0.8900928792569659,276.56674606256
113,,9,Solar_Atl,RandomForestRegressor,Ensemble,1654,0.8975513650436251,266.1935347698167
114,,9,Solar_Atl,NeuralNet,Ensemble,1654,0.8990993526597242,260.671085758926
115,,9,Solar_Atl,RNN,Ensemble,1654,0.8962848297213623,262.85221786180256
116,,9,Solar_Atl,RidgeCV,Ensemble,2433,0.8911016279437332,288.05988974713415
117,,9,Solar_Atl,RandomForestRegressor,Ensemble,2433,0.9118065433854908,280.1802300317891
118,,9,Solar_Atl,NeuralNet,Ensemble,2433,0.8997945313734788,253.31479052876537
119,,9,Solar_Atl,RNN,Ensemble,2433,0.9132290184921764,276.2297601647594
