Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2335244,-,-,-,33.76,-84.39,-5,316,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2018,7,17,21,30,0,0,23.200000000000003,0.15,0.5,91.84,24.6,978,N/A
2018,7,17,22,30,0,0,23.1,0.15,0.5,94.87,24,978,N/A
2018,7,17,23,30,0,0,23.1,0.15,0.5,96.92,23.6,978,N/A
2018,7,18,0,30,0,0,23,0.15,0.5,98.66,23.200000000000003,977,N/A
2018,7,18,1,30,0,0,22.900000000000002,0.15,0.5,99.93,22.900000000000002,977,N/A
2018,7,18,2,30,0,0,22.700000000000003,0.15,0.5,100,22.700000000000003,977,N/A
2018,7,18,3,30,0,0,22.5,0.15,0.5,100,22.5,977,N/A
2018,7,18,4,30,0,0,22.3,0.15,0.4,100,22.3,978,N/A
2018,7,18,5,30,0,0,22.8,0.15,0.5,99.81,22.8,978,N/A
2018,7,18,6,30,54,239,23.400000000000002,0.15,0.6000000000000001,96.17,24,978,N/A
2018,7,18,7,30,130,262,23.900000000000002,0.15,0.5,90.53,25.6,978,N/A
2018,7,18,8,30,237,145,24.5,0.15,0.5,85.46000000000001,27.200000000000003,979,N/A
2018,7,18,9,30,330,206,24,0.15,0.6000000000000001,78.55,28.1,979,N/A
2018,7,18,10,30,414,167,23.1,0.15,0.7000000000000001,70.74,29,978,N/A
2018,7,18,11,30,399,401,22.5,0.15,0.8,63.64,30.200000000000003,978,N/A
2018,7,18,12,30,469,303,22.1,0.15,0.8,57.53,31.5,977,N/A
2018,7,18,13,30,136,853,21.700000000000003,0.15,0.8,53.4,32.4,977,N/A
2018,7,18,14,30,128,842,21.3,0.15,0.9,50.43,33,976,N/A
2018,7,18,15,30,120,810,21.1,0.15,0.8,49.6,33,976,N/A
2018,7,18,16,30,205,494,20.900000000000002,0.15,0.7000000000000001,50.26,32.6,976,N/A
2018,7,18,17,30,142,439,21.3,0.15,0.5,53.88,31.8,976,N/A
2018,7,18,18,30,72,378,22,0.15,0.5,58.19,31.200000000000003,976,N/A
2018,7,18,19,30,15,0,23.200000000000003,0.15,0.6000000000000001,75.28,28,976,N/A
2018,7,18,20,30,0,0,22.700000000000003,0.15,0.6000000000000001,78.25,26.8,976,N/A
2018,7,18,21,30,0,0,22.400000000000002,0.15,0.6000000000000001,80.91,25.900000000000002,976,N/A
2018,7,18,22,30,0,0,22.1,0.15,0.6000000000000001,83.03,25.200000000000003,977,N/A
2018,7,18,23,30,0,0,22.1,0.15,0.5,87.44,24.3,977,N/A
2018,7,19,0,30,0,0,22.200000000000003,0.15,0.5,91.64,23.6,976,N/A
2018,7,19,1,30,0,0,22.200000000000003,0.15,0.5,95.36,23,976,N/A
2018,7,19,2,30,0,0,22.1,0.15,0.5,96.86,22.6,976,N/A
2018,7,19,3,30,0,0,22,0.15,0.5,97.42,22.400000000000002,976,N/A
2018,7,19,4,30,0,0,21.900000000000002,0.15,0.6000000000000001,97.82000000000001,22.3,977,N/A
2018,7,19,5,30,0,0,22,0.15,0.7000000000000001,95.67,22.700000000000003,977,N/A
2018,7,19,6,30,43,0,22.200000000000003,0.15,1,90.89,23.8,977,N/A
2018,7,19,7,30,102,490,22.700000000000003,0.15,1.2000000000000002,83.33,25.700000000000003,978,N/A
2018,7,19,8,30,133,627,23,0.15,1.3,76.32000000000001,27.5,978,N/A
2018,7,19,9,30,155,706,23,0.15,1.3,71.54,28.6,978,N/A
2018,7,19,10,30,171,753,22.8,0.15,1.3,67.98,29.3,978,N/A
2018,7,19,11,30,469,156,22.5,0.15,1.3,66.25,29.5,978,N/A
2018,7,19,12,30,185,788,22.400000000000002,0.15,1.3,65.35,29.6,978,N/A
2018,7,19,13,30,183,785,22.400000000000002,0.15,1.3,65.77,29.5,978,N/A
2018,7,19,14,30,178,764,22.5,0.15,1.4000000000000001,67.63,29.1,977,N/A
2018,7,19,15,30,169,720,22.8,0.15,1.4000000000000001,71.79,28.400000000000002,977,N/A
2018,7,19,16,30,35,0,23.3,0.15,1.4000000000000001,78.21000000000001,27.400000000000002,977,N/A
2018,7,19,17,30,19,0,23.700000000000003,0.15,1.2000000000000002,85.56,26.3,977,N/A
2018,7,19,18,30,87,35,23.900000000000002,0.15,1.1,90.03,25.700000000000003,978,N/A
2018,7,19,19,30,10,0,23.900000000000002,0.16,0.9,99.71000000000001,23.900000000000002,978,N/A
2018,7,19,20,30,0,0,23.3,0.16,1.2000000000000002,100,23.3,978,N/A
2018,7,19,21,30,0,0,22.900000000000002,0.16,1.4000000000000001,100,22.900000000000002,978,N/A
2018,7,19,22,30,0,0,22.6,0.16,1.3,100,22.6,978,N/A
2018,7,19,23,30,0,0,22.3,0.16,1,100,22.3,978,N/A
2018,7,20,0,30,0,0,22,0.16,0.7000000000000001,100,22,978,N/A
2018,7,20,1,30,0,0,21.700000000000003,0.16,0.7000000000000001,100,21.700000000000003,977,N/A
2018,7,20,2,30,0,0,21.5,0.16,0.7000000000000001,100,21.5,977,N/A
2018,7,20,3,30,0,0,21.3,0.16,0.6000000000000001,100,21.3,978,N/A
2018,7,20,4,30,0,0,21.200000000000003,0.16,0.7000000000000001,100,21.200000000000003,978,N/A
2018,7,20,5,30,0,0,21.400000000000002,0.16,0.8,100,21.400000000000002,979,N/A
2018,7,20,6,30,47,314,21.8,0.16,1.1,97.34,22.200000000000003,979,N/A
2018,7,20,7,30,84,565,22.200000000000003,0.16,1.3,92.92,23.400000000000002,979,N/A
2018,7,20,8,30,228,76,22.3,0.16,1.5,85.18,25,979,N/A
2018,7,20,9,30,269,28,22.200000000000003,0.16,1.6,76.2,26.700000000000003,980,N/A
2018,7,20,10,30,411,140,21.8,0.16,1.5,68.08,28.200000000000003,979,N/A
2018,7,20,11,30,454,94,21.5,0.16,1.3,62.7,29.400000000000002,979,N/A
2018,7,20,12,30,477,274,21.400000000000002,0.16,1.1,59,30.3,979,N/A
2018,7,20,13,30,464,288,21.200000000000003,0.16,0.9,56.26,30.900000000000002,978,N/A
2018,7,20,14,30,437,226,20.900000000000002,0.16,0.8,54.42,31.200000000000003,977,N/A
2018,7,20,15,30,139,782,20.700000000000003,0.16,0.6000000000000001,54.94,30.8,977,N/A
2018,7,20,16,30,124,723,20.6,0.16,0.5,56.620000000000005,30.200000000000003,977,N/A
2018,7,20,17,30,101,626,21.400000000000002,0.16,0.5,63.27,29.1,977,N/A
2018,7,20,18,30,69,446,22,0.16,0.5,68.62,28.3,977,N/A
2018,7,20,19,30,17,84,23,0.16,0.5,89.75,24.8,977,N/A
2018,7,20,20,30,0,0,22,0.16,0.6000000000000001,89.16,23.900000000000002,978,N/A
2018,7,20,21,30,0,0,21.6,0.16,0.6000000000000001,88.58,23.6,978,N/A
2018,7,20,22,30,0,0,21.3,0.16,0.6000000000000001,87.62,23.5,978,N/A
2018,7,20,23,30,0,0,21.400000000000002,0.16,0.5,89.68,23.200000000000003,978,N/A
2018,7,21,0,30,0,0,21.5,0.16,0.5,92.56,22.8,977,N/A
2018,7,21,1,30,0,0,21.400000000000002,0.16,0.5,95.14,22.200000000000003,977,N/A
2018,7,21,2,30,0,0,21,0.16,0.6000000000000001,96.58,21.6,976,N/A
2018,7,21,3,30,0,0,20.8,0.16,0.6000000000000001,97.47,21.200000000000003,976,N/A
2018,7,21,4,30,0,0,20.8,0.16,0.6000000000000001,100,20.8,976,N/A
2018,7,21,5,30,0,0,21,0.16,0.8,99.16,21.1,977,N/A
2018,7,21,6,30,6,0,21.6,0.16,1,95.76,22.3,977,N/A
2018,7,21,7,30,73,0,22.6,0.16,1.1,93.36,23.700000000000003,977,N/A
2018,7,21,8,30,235,151,23.400000000000002,0.16,1.1,88.83,25.400000000000002,976,N/A
2018,7,21,9,30,329,194,23.900000000000002,0.16,1.1,83.45,26.900000000000002,976,N/A
2018,7,21,10,30,401,255,24.1,0.16,1.2000000000000002,79.03,28.1,975,N/A
2018,7,21,11,30,165,802,24.3,0.16,1.3,75.12,29.200000000000003,974,N/A
2018,7,21,12,30,162,819,24.3,0.16,1.3,71.35000000000001,30.1,973,N/A
2018,7,21,13,30,146,835,24.3,0.16,1.3,69,30.6,972,N/A
2018,7,21,14,30,149,802,24.400000000000002,0.16,1.5,70.25,30.400000000000002,972,N/A
2018,7,21,15,30,144,758,24.700000000000003,0.16,1.6,74,29.8,971,N/A
2018,7,21,16,30,156,634,25,0.16,1.7000000000000002,79.11,29,971,N/A
2018,7,21,17,30,157,353,25.3,0.16,1.6,85.19,28,971,N/A
2018,7,21,18,30,84,216,25.3,0.16,1.6,88.43,27.400000000000002,971,N/A
2018,7,21,19,30,15,58,24.900000000000002,0.15,1.5,96.10000000000001,25.6,971,N/A
2018,7,21,20,30,0,0,24.5,0.15,1.3,99.15,24.6,972,N/A
2018,7,21,21,30,0,0,23.6,0.15,0.9,100,23.6,972,N/A
2018,7,21,22,30,0,0,22.700000000000003,0.15,0.6000000000000001,100,22.700000000000003,972,N/A
2018,7,21,23,30,0,0,22.1,0.15,0.6000000000000001,100,22.1,973,N/A
2018,7,22,0,30,0,0,21.400000000000002,0.15,0.6000000000000001,100,21.400000000000002,972,N/A
2018,7,22,1,30,0,0,20.900000000000002,0.15,0.6000000000000001,100,20.900000000000002,972,N/A
2018,7,22,2,30,0,0,20.400000000000002,0.15,0.6000000000000001,100,20.400000000000002,972,N/A
2018,7,22,3,30,0,0,20.1,0.15,0.6000000000000001,100,20.1,972,N/A
2018,7,22,4,30,0,0,19.8,0.15,0.6000000000000001,100,19.8,972,N/A
2018,7,22,5,30,0,0,20.1,0.15,0.9,99.59,20.200000000000003,973,N/A
2018,7,22,6,30,42,362,20.6,0.15,1.2000000000000002,94.45,21.5,973,N/A
2018,7,22,7,30,73,621,21.200000000000003,0.15,1.4000000000000001,87.04,23.5,973,N/A
2018,7,22,8,30,92,749,21.1,0.15,1.8,76.58,25.5,973,N/A
2018,7,22,9,30,103,823,20.400000000000002,0.15,1.9000000000000001,66.53,27.200000000000003,973,N/A
2018,7,22,10,30,108,868,19.900000000000002,0.15,1.8,60.120000000000005,28.400000000000002,972,N/A
2018,7,22,11,30,113,890,19.5,0.15,1.8,55.59,29.3,972,N/A
2018,7,22,12,30,116,894,19.200000000000003,0.15,1.7000000000000002,52.34,30,971,N/A
2018,7,22,13,30,127,872,19,0.15,1.7000000000000002,51.35,30.1,971,N/A
2018,7,22,14,30,128,845,18.8,0.15,1.7000000000000002,52.370000000000005,29.6,971,N/A
2018,7,22,15,30,367,215,19,0.15,1.5,56.94,28.3,971,N/A
2018,7,22,16,30,107,752,20,0.15,1.2000000000000002,64.61,27.200000000000003,971,N/A
2018,7,22,17,30,149,396,20.5,0.15,1.1,70.68,26.200000000000003,971,N/A
2018,7,22,18,30,53,0,20.900000000000002,0.15,1,75.18,25.6,971,N/A
2018,7,22,19,30,8,0,21.6,0.16,0.5,94,22.6,972,N/A
2018,7,22,20,30,0,0,21.200000000000003,0.16,0.5,96.68,21.8,972,N/A
2018,7,22,21,30,0,0,21,0.16,0.5,98.68,21.200000000000003,972,N/A
2018,7,22,22,30,0,0,20.6,0.16,0.6000000000000001,99.65,20.700000000000003,972,N/A
2018,7,22,23,30,0,0,20.3,0.16,0.6000000000000001,99.95,20.3,971,N/A
2018,7,23,0,30,0,0,19.900000000000002,0.16,0.6000000000000001,100,19.900000000000002,971,N/A
2018,7,23,1,30,0,0,19.5,0.16,0.4,100,19.5,971,N/A
2018,7,23,2,30,0,0,19.200000000000003,0.16,0.4,100,19.200000000000003,971,N/A
2018,7,23,3,30,0,0,19,0.16,0.4,100,19,972,N/A
2018,7,23,4,30,0,0,18.900000000000002,0.16,0.4,100,18.900000000000002,972,N/A
2018,7,23,5,30,0,0,19.200000000000003,0.16,0.5,98.87,19.400000000000002,972,N/A
2018,7,23,6,30,42,343,20.1,0.16,0.7000000000000001,93.42,21.200000000000003,973,N/A
2018,7,23,7,30,73,604,21.1,0.16,0.7000000000000001,84.48,23.900000000000002,973,N/A
2018,7,23,8,30,94,729,20.8,0.16,0.6000000000000001,72.8,26.1,973,N/A
2018,7,23,9,30,105,805,20.900000000000002,0.16,0.5,66.75,27.6,973,N/A
2018,7,23,10,30,114,847,19.700000000000003,0.16,0.4,56.800000000000004,29.1,973,N/A
2018,7,23,11,30,118,872,19.5,0.16,0.4,52.38,30.3,973,N/A
2018,7,23,12,30,479,267,19.5,0.16,0.4,51.53,30.6,973,N/A
2018,7,23,13,30,421,380,19.200000000000003,0.16,0.5,50.29,30.700000000000003,973,N/A
2018,7,23,14,30,424,281,19.3,0.16,0.6000000000000001,49.89,31,972,N/A
2018,7,23,15,30,106,833,19.5,0.16,0.6000000000000001,52.14,30.400000000000002,973,N/A
2018,7,23,16,30,171,4,19.400000000000002,0.16,0.6000000000000001,54.81,29.400000000000002,973,N/A
2018,7,23,17,30,159,24,20.200000000000003,0.16,0.6000000000000001,61.49,28.3,973,N/A
2018,7,23,18,30,15,0,20.900000000000002,0.16,0.6000000000000001,67.23,27.5,974,N/A
2018,7,23,19,30,2,0,22.200000000000003,0.15,0.5,89.10000000000001,24.1,974,N/A
2018,7,23,20,30,0,0,22,0.15,0.5,94.42,22.900000000000002,975,N/A
2018,7,23,21,30,0,0,21.700000000000003,0.15,0.5,97.89,22.1,975,N/A
2018,7,23,22,30,0,0,21.5,0.15,0.5,100,21.5,975,N/A
2018,7,23,23,30,0,0,21.1,0.15,0.5,100,21.1,975,N/A
2018,7,24,0,30,0,0,20.700000000000003,0.15,0.5,100,20.700000000000003,975,N/A
2018,7,24,1,30,0,0,20.400000000000002,0.15,0.5,100,20.400000000000002,975,N/A
2018,7,24,2,30,0,0,20.200000000000003,0.15,0.5,100,20.200000000000003,975,N/A
2018,7,24,3,30,0,0,20.1,0.15,0.6000000000000001,100,20.1,975,N/A
2018,7,24,4,30,0,0,20,0.15,0.6000000000000001,100,20,976,N/A
2018,7,24,5,30,0,0,20.5,0.15,0.8,99.92,20.5,976,N/A
2018,7,24,6,30,48,47,21.200000000000003,0.15,1,97.63,21.6,977,N/A
2018,7,24,7,30,102,475,22,0.15,1,95.79,22.700000000000003,977,N/A
2018,7,24,8,30,137,0,22.200000000000003,0.15,0.9,89.89,24,977,N/A
2018,7,24,9,30,98,0,22,0.15,0.7000000000000001,82.89,25.1,977,N/A
2018,7,24,10,30,325,28,21.700000000000003,0.15,0.6000000000000001,77.35000000000001,26,977,N/A
2018,7,24,11,30,458,243,21.5,0.15,0.6000000000000001,72.92,26.8,977,N/A
2018,7,24,12,30,484,239,21.400000000000002,0.15,0.7000000000000001,69.66,27.400000000000002,977,N/A
2018,7,24,13,30,458,305,21.200000000000003,0.15,0.8,67.4,27.8,976,N/A
2018,7,24,14,30,417,322,21.1,0.15,0.8,66.04,28,976,N/A
2018,7,24,15,30,355,274,21,0.15,0.8,66,27.900000000000002,976,N/A
2018,7,24,16,30,268,258,21,0.15,0.7000000000000001,66.51,27.8,976,N/A
2018,7,24,17,30,171,253,21.5,0.15,0.6000000000000001,70.72,27.3,976,N/A
2018,7,24,18,30,70,412,21.8,0.15,0.5,73.45,26.900000000000002,976,N/A
2018,7,24,19,30,14,60,21.1,0.15,0.4,76.96000000000001,25.400000000000002,976,N/A
2018,7,24,20,30,0,0,19.900000000000002,0.15,0.5,74.86,24.700000000000003,976,N/A
2018,7,24,21,30,0,0,20.1,0.15,0.7000000000000001,81.78,23.400000000000002,976,N/A
2018,7,24,22,30,0,0,20.400000000000002,0.15,0.7000000000000001,89.11,22.3,977,N/A
2018,7,24,23,30,0,0,20.400000000000002,0.15,0.6000000000000001,93.02,21.6,977,N/A
2018,7,25,0,30,0,0,20.3,0.15,0.6000000000000001,95.16,21.1,977,N/A
2018,7,25,1,30,0,0,20.1,0.15,0.6000000000000001,95.84,20.8,977,N/A
2018,7,25,2,30,0,0,19.900000000000002,0.15,0.6000000000000001,96.48,20.5,977,N/A
2018,7,25,3,30,0,0,19.700000000000003,0.15,0.6000000000000001,97.21000000000001,20.200000000000003,977,N/A
2018,7,25,4,30,0,0,19.6,0.15,0.5,98.89,19.8,977,N/A
2018,7,25,5,30,0,0,19.5,0.15,0.5,94.77,20.400000000000002,977,N/A
2018,7,25,6,30,45,294,20.3,0.15,0.5,89.67,22.1,977,N/A
2018,7,25,7,30,82,564,20.8,0.15,0.4,78.99,24.700000000000003,977,N/A
2018,7,25,8,30,104,706,21,0.15,0.5,69.32000000000001,27.1,978,N/A
2018,7,25,9,30,119,781,20.8,0.15,0.6000000000000001,62.38,28.700000000000003,978,N/A
2018,7,25,10,30,407,207,20.6,0.15,0.7000000000000001,57.63,29.900000000000002,977,N/A
2018,7,25,11,30,449,281,20.5,0.15,0.7000000000000001,54.03,30.900000000000002,977,N/A
2018,7,25,12,30,137,861,20.400000000000002,0.15,0.8,51.730000000000004,31.5,976,N/A
2018,7,25,13,30,136,858,20.200000000000003,0.15,1,49.980000000000004,31.900000000000002,976,N/A
2018,7,25,14,30,421,285,20.1,0.15,1.1,50.15,31.700000000000003,976,N/A
2018,7,25,15,30,361,238,20.1,0.15,1.2000000000000002,51.71,31.200000000000003,976,N/A
2018,7,25,16,30,107,756,20.200000000000003,0.15,1.2000000000000002,54.61,30.400000000000002,976,N/A
2018,7,25,17,30,89,656,20.700000000000003,0.15,1.1,60.27,29.200000000000003,976,N/A
2018,7,25,18,30,61,474,21.8,0.15,1,67.7,28.3,976,N/A
2018,7,25,19,30,13,96,22.3,0.15,0.6000000000000001,88.08,24.400000000000002,977,N/A
2018,7,25,20,30,0,0,21.400000000000002,0.15,0.6000000000000001,89.8,23.200000000000003,977,N/A
2018,7,25,21,30,0,0,20.900000000000002,0.15,0.6000000000000001,90.66,22.5,977,N/A
2018,7,25,22,30,0,0,20.5,0.15,0.6000000000000001,92.54,21.8,977,N/A
2018,7,25,23,30,0,0,20.3,0.15,0.6000000000000001,94.63,21.200000000000003,977,N/A
2018,7,26,0,30,0,0,20.1,0.15,0.6000000000000001,96.23,20.700000000000003,977,N/A
2018,7,26,1,30,0,0,19.900000000000002,0.15,0.6000000000000001,97.96000000000001,20.200000000000003,977,N/A
2018,7,26,2,30,0,0,19.700000000000003,0.15,0.6000000000000001,99.38,19.8,977,N/A
2018,7,26,3,30,0,0,19.400000000000002,0.15,0.5,100,19.400000000000002,978,N/A
2018,7,26,4,30,0,0,19.1,0.15,0.5,100,19.1,978,N/A
2018,7,26,5,30,0,0,19.5,0.15,0.7000000000000001,97.53,19.900000000000002,978,N/A
2018,7,26,6,30,39,376,20.3,0.15,0.7000000000000001,90.06,22,979,N/A
2018,7,26,7,30,69,646,20.900000000000002,0.15,0.7000000000000001,78.7,24.900000000000002,979,N/A
2018,7,26,8,30,85,779,20.8,0.15,0.8,66.27,27.700000000000003,979,N/A
2018,7,26,9,30,97,850,19.5,0.15,0.9,55.06,29.5,979,N/A
2018,7,26,10,30,105,893,18.1,0.15,1,46.410000000000004,30.900000000000002,979,N/A
2018,7,26,11,30,447,87,16.8,0.15,0.9,40.71,31.8,979,N/A
2018,7,26,12,30,112,925,15.9,0.15,0.9,36.980000000000004,32.5,979,N/A
2018,7,26,13,30,110,922,15.200000000000001,0.15,0.8,34.62,32.9,978,N/A
2018,7,26,14,30,106,906,14.8,0.15,0.7000000000000001,33.660000000000004,32.9,978,N/A
2018,7,26,15,30,100,874,14.600000000000001,0.15,0.6000000000000001,34.05,32.5,978,N/A
2018,7,26,16,30,91,819,14.8,0.15,0.6000000000000001,35.300000000000004,32.1,977,N/A
2018,7,26,17,30,94,618,15.200000000000001,0.15,0.6000000000000001,38.980000000000004,30.8,978,N/A
2018,7,26,18,30,59,458,16.3,0.15,0.6000000000000001,45.08,29.5,978,N/A
2018,7,26,19,30,13,130,19.900000000000002,0.15,0.8,75.05,24.6,978,N/A
2018,7,26,20,30,0,0,18.6,0.15,0.7000000000000001,76.79,22.900000000000002,979,N/A
2018,7,26,21,30,0,0,17.900000000000002,0.15,0.7000000000000001,78.61,21.8,979,N/A
2018,7,26,22,30,0,0,17.5,0.15,0.6000000000000001,80.10000000000001,21.1,979,N/A
2018,7,26,23,30,0,0,17.5,0.15,0.7000000000000001,82.69,20.5,979,N/A
2018,7,27,0,30,0,0,17.3,0.15,0.7000000000000001,83.85000000000001,20.1,978,N/A
2018,7,27,1,30,0,0,17.1,0.15,0.8,85.23,19.6,978,N/A
2018,7,27,2,30,0,0,16.8,0.15,0.8,85.5,19.3,978,N/A
2018,7,27,3,30,0,0,16.6,0.15,0.8,85.53,19.1,979,N/A
2018,7,27,4,30,0,0,16.6,0.15,0.9,85.93,19,979,N/A
2018,7,27,5,30,0,0,16.6,0.15,0.7000000000000001,82.32000000000001,19.700000000000003,979,N/A
2018,7,27,6,30,40,357,18.7,0.15,0.6000000000000001,82.07000000000001,21.900000000000002,979,N/A
2018,7,27,7,30,74,620,18.6,0.15,0.4,68.21000000000001,24.900000000000002,980,N/A
2018,7,27,8,30,94,747,18.900000000000002,0.15,0.5,57.22,28.200000000000003,980,N/A
2018,7,27,9,30,108,816,16.400000000000002,0.15,0.9,42.81,30.5,980,N/A
2018,7,27,10,30,129,837,15.9,0.15,1,38.980000000000004,31.5,980,N/A
2018,7,27,11,30,409,372,15.8,0.15,1,36.63,32.5,980,N/A
2018,7,27,12,30,421,396,15.8,0.15,0.9,35.45,33.1,980,N/A
2018,7,27,13,30,161,827,15.8,0.15,0.9,34.65,33.5,979,N/A
2018,7,27,14,30,157,802,15.8,0.15,0.8,34.72,33.5,979,N/A
2018,7,27,15,30,150,756,16,0.15,0.8,35.800000000000004,33.1,979,N/A
2018,7,27,16,30,261,284,16.400000000000002,0.15,0.8,38.33,32.4,979,N/A
2018,7,27,17,30,163,294,17.7,0.15,0.8,44.97,31,979,N/A
2018,7,27,18,30,48,0,19.1,0.15,0.7000000000000001,52.47,29.900000000000002,979,N/A
2018,7,27,19,30,4,0,21.400000000000002,0.15,0.6000000000000001,76.07000000000001,25.900000000000002,979,N/A
2018,7,27,20,30,0,0,20.900000000000002,0.15,0.6000000000000001,78.8,24.8,979,N/A
2018,7,27,21,30,0,0,20.900000000000002,0.15,0.7000000000000001,82.77,24,980,N/A
2018,7,27,22,30,0,0,21,0.15,0.7000000000000001,86.82000000000001,23.3,980,N/A
2018,7,27,23,30,0,0,21.200000000000003,0.15,0.7000000000000001,91.67,22.6,980,N/A
2018,7,28,0,30,0,0,21.200000000000003,0.15,0.7000000000000001,93.99,22.200000000000003,980,N/A
2018,7,28,1,30,0,0,21.200000000000003,0.15,0.7000000000000001,95.63,21.900000000000002,980,N/A
2018,7,28,2,30,0,0,21.200000000000003,0.15,0.6000000000000001,97.34,21.6,980,N/A
2018,7,28,3,30,0,0,21.1,0.15,0.6000000000000001,98.31,21.400000000000002,980,N/A
2018,7,28,4,30,0,0,21.1,0.15,0.6000000000000001,98.82000000000001,21.3,980,N/A
2018,7,28,5,30,0,0,21.1,0.15,0.8,97.59,21.5,981,N/A
2018,7,28,6,30,45,138,21.200000000000003,0.15,1.1,91.56,22.6,981,N/A
2018,7,28,7,30,116,413,21.3,0.15,1.2000000000000002,80.3,24.900000000000002,981,N/A
2018,7,28,8,30,145,596,20.700000000000003,0.15,1.3,66.39,27.5,982,N/A
2018,7,28,9,30,146,733,19.8,0.15,1.2000000000000002,55.52,29.6,982,N/A
2018,7,28,10,30,141,819,18.400000000000002,0.15,1.3,46.7,31.1,981,N/A
2018,7,28,11,30,136,866,16.900000000000002,0.15,1.4000000000000001,40.01,32.2,981,N/A
2018,7,28,12,30,131,889,15.700000000000001,0.15,1.5,35.63,32.9,980,N/A
2018,7,28,13,30,115,911,14.700000000000001,0.15,1.5,32.89,33.2,980,N/A
2018,7,28,14,30,111,896,14,0.15,1.6,31.68,33.1,979,N/A
2018,7,28,15,30,104,864,13.700000000000001,0.15,1.6,32.06,32.5,979,N/A
2018,7,28,16,30,95,806,13.8,0.15,1.5,34.6,31.3,979,N/A
2018,7,28,17,30,146,387,15.100000000000001,0.15,1.3,42.25,29.200000000000003,979,N/A
2018,7,28,18,30,77,248,17.8,0.15,1.1,54.42,27.8,979,N/A
2018,7,28,19,30,6,63,18.900000000000002,0.15,0.7000000000000001,77.47,23.1,980,N/A
2018,7,28,20,30,0,0,18.5,0.15,0.7000000000000001,80.37,22,980,N/A
2018,7,28,21,30,0,0,18.400000000000002,0.15,0.7000000000000001,84.02,21.200000000000003,981,N/A
2018,7,28,22,30,0,0,18.3,0.15,0.7000000000000001,87.72,20.400000000000002,981,N/A
2018,7,28,23,30,0,0,18,0.15,0.7000000000000001,90.16,19.700000000000003,981,N/A
2018,7,29,0,30,0,0,17.7,0.15,0.7000000000000001,90.94,19.200000000000003,980,N/A
2018,7,29,1,30,0,0,17.400000000000002,0.15,0.7000000000000001,91.7,18.8,980,N/A
2018,7,29,2,30,0,0,17.2,0.15,0.6000000000000001,92.91,18.400000000000002,980,N/A
2018,7,29,3,30,0,0,17.2,0.15,0.5,93.61,18.2,980,N/A
2018,7,29,4,30,0,0,17.2,0.15,0.5,95.65,17.900000000000002,980,N/A
2018,7,29,5,30,0,0,17.3,0.15,0.6000000000000001,92.77,18.5,980,N/A
2018,7,29,6,30,40,329,17.7,0.15,0.7000000000000001,86.72,20,980,N/A
2018,7,29,7,30,77,595,18.2,0.15,0.4,76.65,22.5,981,N/A
2018,7,29,8,30,99,732,18.7,0.15,0.4,64.15,26,981,N/A
2018,7,29,9,30,112,811,17,0.15,0.7000000000000001,48.57,28.900000000000002,980,N/A
2018,7,29,10,30,123,854,15.9,0.15,0.8,41.04,30.6,980,N/A
2018,7,29,11,30,128,879,15,0.15,0.8,36.14,31.900000000000002,980,N/A
2018,7,29,12,30,130,889,14.4,0.15,0.8,32.93,32.800000000000004,979,N/A
2018,7,29,13,30,125,891,13.8,0.15,0.6000000000000001,30.66,33.4,979,N/A
2018,7,29,14,30,121,877,13.200000000000001,0.15,0.5,29.3,33.5,978,N/A
2018,7,29,15,30,114,841,12.700000000000001,0.15,0.4,28.830000000000002,33.2,978,N/A
2018,7,29,16,30,103,779,12.8,0.15,0.2,29.69,32.800000000000004,978,N/A
2018,7,29,17,30,86,677,14,0.15,0.2,34.82,31.400000000000002,978,N/A
2018,7,29,18,30,67,355,16,0.15,0.2,42.49,30.1,978,N/A
2018,7,29,19,30,10,83,15.9,0.15,0.4,49.34,27.400000000000002,979,N/A
2018,7,29,20,30,0,0,14.5,0.15,0.5,48.08,26.400000000000002,979,N/A
2018,7,29,21,30,0,0,14.700000000000001,0.15,0.6000000000000001,52.65,25.1,979,N/A
2018,7,29,22,30,0,0,15.5,0.15,0.7000000000000001,61.58,23.3,979,N/A
